marque,prix_neuf,modele,annee,gamme,poids,fiche_technique,photo_url,annonce_url
Scott,1999,Spark 600,2021,XC Marathon,0,"Garantie : Cadre : Spark 27.5"" Alloy SL 6011#Custom Butted Hydroformed Tubes#Tapered Headtube /
BB92#dropouts for 5x141mmPoids cadre : 0.00Amortisseur : X-Fusion 02Pro RL Trunnion#Lockout / Reb. Adj.#Travel 120mm/ 165X45mm#Kid's Bike TuneDébattement AR. : /Fourche : X-Fusion Velvet RL2 26 / 100mm / tapered#Kids Bike TuneDébattement AV : /Poids constructeur : 0.00Potence : Syncros 6061 Alloy#Oversized 31.8mm / 1 1/8"" / 7°
angleGuidon : Syncros T-Bar / Alloy 6061#T shape Flat / 9° /
640mm#Syncros Youth 115Selle : Syncros Belcarra 2.5Tige de selle : Syncros / AL6061 / 31.6x350mmFreins : Shimano MT200 Disc#180mm F&R SM-RT10 CL
rotorMoyeux : /Jantes : Syncros X-20 / 32H / 20mmCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : SRAM SX Eagle 12 SpeedCommandes : SRAM SX EagleTriggerPédalier : SRAM SX Eagle DUB Boost / 155mm / 30TTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_spark_600__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-spark-600
Scott,4199,Spark 610,2013,XC Marathon,"11,30","Garantie : 3 ans (extensible à 5)
Cadre : Carbone/aluminium 
Poids cadre : NC 
Amortisseur : DT SWISS Nude 2 Préc./Dét./LTD 
Longueur : 223 mm
Course : 51 mm 
Débattement AR. : 123 mm 
Fourche : FOX 32 Float CTD Préc./Dét./CTD
Débattement : 120 mm 
Poids constructeur : 1,480 kg
Potence : SYNCROS 
Guidon : SYNCROS 
Selle : SYNCROS
Tige de selle : SYNCROS 
Freins : SHIMANO XT 180/160
Moyeux : SYNCROS XR 2.0 
Jantes : SYNCROS XR 2.0
Cassette : SHIMANO 11-36 
Pneus d’origine : SCHWALBE Rocket Ron 26x2.25
Dérailleur AV. : SHIMANO XT 
Dérailleur AR. : SHIMANO XT 
Commandes : SHIMANO XT 
Pédalier : SHIMANO XT 
Tailles dispo. : S/M/L/XLTaille : 45
Empattement : 1110 mm 
Longueur des bases : 423 mm
Hauteur boîtier : 325mm 
Angle tube direction : 68° 
Angle tube de selle : 68,5° 
Tube supérieur : 580 mm 
Longueur tube direction : 123 mm",https://www.bigbike-magazine.com/media/guide_matos/vtt_2013/scott_2013_spark_610__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2013-scott-spark-610
Scott,2799,Spark 700,2020,XC Marathon,"12,70","Garantie : /Cadre : Spark 27.5"" Alloy SL 6011#custom butted Hydroformed tubes#tapered Headtube / BB92 / Boost 12x148mmPoids cadre : NCAmortisseur : FOX Float EVOL Performace Trunnion#SCOTT Light Tune / 3 modes / Lockout-Trail-Descend#DPS / Reb. Adj.#Travel 120mm / 165X45mmDébattement AR. : /Fourche : FOX 32 Float Rhythm 27.5#Grip 3 / 3-Modes / 15x110mm QR axle / tapered steerer#Reb. Adj. / Lockout / 120mm travel / light tuneDébattement AV : /Poids constructeur : 12.70Potence : Syncros 6061 Alloy#oversized 31.8mm / 1 1/8"" / 7° angleGuidon : Syncros T-Bar / Alloy 6061#T shape Flat / 9° / 700mm#Syncros Pro lock-on gripSelle : Syncros Belcarra 2.5Tige de selle : Syncros Dropper Ducan Remote#31.6mm / 80mmFreins : Shimano MT501 Disc#160mm F&R / SM-RT54 CL rotorMoyeux : /Jantes : /Cassette : /Pneus d’origine : Maxxis Forekaster / 27.5x2.35"" / 60TPI Kevlar Bead#TR Tubeless Ready / EXODérailleur AV : /Dérailleur AR : SRAM SX Eagle 12 SpeedCommandes : SRAM NX Eagle Trigger / MMXPédalier : SRAM SX Eagle DUB Boost / 155mm / 30TTailles dispo. : XS, STaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_spark_700__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-spark-700
Scott,2899,Spark 700,2021,XC Marathon,0,"Garantie : Cadre : Spark 27.5"" Alloy SL 6011#Custom Butted Hydroformed Tubes#Tapered Headtube / BB92 /
Boost 12x148mmPoids cadre : 0.00Amortisseur : FOX Float EVOL Performace Trunnion#SCOTT Light Tune / 3 modes / Lockout-Trail- Descend#DPS / Reb. Adj.#Travel 120mm /
165X45mmDébattement AR. : /Fourche : FOX 32 Float Rhythm 27.5#Grip 3 / 3-Modes / 15x110mm QR axle / tapered steerer#Reb. Adj. /
Lockout / 120mm travel / light tuneDébattement AV : /Poids constructeur : 0.00Potence : Syncros 6061 Alloy#Oversized 31.8mm / 1 1/8"" / 7°
angleGuidon : Syncros T-Bar / Alloy 6061#T shape Flat / 9° /
680mm#Syncros Pro lock-on gripSelle : Syncros Belcarra 2.5Tige de selle : Syncros Dropper Ducan Remote#31.6mm / 80mmFreins : Shimano MT501 Disc#160mm F&R / SM-RT54 CL
rotorMoyeux : /Jantes : Syncros X-25 / 32H / 25mm#Tubeless readyCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : SRAM SX Eagle 12 SpeedCommandes : SRAM NX Eagle Trigger / MMXPédalier : SRAM SX Eagle DUB Boost / 155mm / 30TTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_spark_700__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-spark-700
Scott,4899,Spark 710,2018,Trail Bike,"12,95",Garantie : ​3 ans (ext. à 5)​Poids constructeur : ​12.95​kgCadre : ​CarbonAluminium​Amortisseur : ​FOX Nude Préc./Dét./3 modes​Longueur : ​165​mmCourse : ​45​mmDébattement AR. : ​120​mmFourche : ​FOX 34 Float Performance Elite Préc./Dét./3 modes​Débattement : ​130​mmPotence : ​SYNCROS FL 1.5​Guidon : ​760​mmSelle : ​SYNCROS​Tige de selle : ​FOX Transfer​Freins : ​SHIMANO XT 180/180​mmMoyeux : ​SYNCROS​Jantes : ​SYNCROS TR 2.0​Cassette : ​SHIMANO 11-42​Pneus d’origine : ​MAXXIS Rekon+ 27.5x2.80​Dérailleur AV. : ​SHIMANO XT​Dérailleur AR. : ​SHIMANO XT​Commandes : ​SHIMANO XT​Pédalier : ​SHIMANO XT​Anti-dérailleur : ​/​Tailles dispo. : ​S/M/L/XL​Taille du test : ​44​Empattement : ​1160​mmLongueur des bases : ​440​mmHauteur boîtier : ​318​mmAngle tube direction : ​67.5​°Angle tube de selle : ​67.5​°Tube supérieur : ​590​mmLongueur tube direction : ​95​mmHauteur du cintre : ​1000​mm,https://www.bigbike-magazine.com/media/guide_matos/vtt_2018/scott_2018_spark_710__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2018-scott-spark-710
Scott,5999,Spark 900,2020,XC Marathon,12,"Garantie : /Cadre : Spark 3 Carbon / IMP technology / HMF Mainframe#BB92 / Alloy SL 6011 swingarm#SW dropouts for Boost 12x148mm#2.6 tire compatible / TBC Trunnion box constructionPoids cadre : NCAmortisseur : FOX NUDE EVOL Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control -Descend#DPS / Reb. Adj. / Travel 120-85-Lockout / 165X45mmDébattement AR. : /Fourche : FOX 34 SC Float Performance Elite Air#FIT4 3-Modes with low Speed adj. / 15x110mm QR axle#44mm offset / tapered steerer / Reb. Adj. / Lockout#120mm travelDébattement AV : /Poids constructeur : 12.00Potence : Syncros FL1.5 / Alloy 2014#integrated Spacer & Top Cap / 31.8mm / 6° / 1 1/8""Guidon : Syncros Fraser 1.5 / Alloy 7050 D.B.#T shape Flat / 9° / 740mm#Syncros Pro lock-on gripsSelle : Syncros Belcarra Regular 1.5#Titanium railsTige de selle : FOX Transfer Dropper Remote#31.6mm / S size 100mm / M, L & XL 125mmFreins : Shimano XTR M9100 Disc#180mm F&R RT-MT800 CL rotorMoyeux : /Jantes : Syncros Silverton 1.5 CL#F: 15x110mm, R: 12x148mm Boost#25mm Tubeless ready rim 28H / MS Driver#Syncros Axle w/Removable Lever with ToolCassette : /Pneus d’origine : Maxxis Rekon / 2.4"" / 120TPI Kevlar Bead#Tubeless Ready / EXO 3C maxx TerraDérailleur AV : /Dérailleur AR : Shimano XTR RD-M9100 SGS#Shadow Plus / 12 SpeedCommandes : Shimano XTR SL-M9100-I / Rapidfire Plus#Ispec EV clampPédalier : Race Face Next SL 5G Carbon crankarm#32TTailles dispo. : S, M, L, XLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_spark_900__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-spark-900
Scott,6299,Spark 900 AXS,2022,XC Marathon,12,"Garantie :  Cadre : Spark Carbon HMF Poids cadre : NCAmortisseur : Fox Nude 5T Evol Trunnion Débattement AR. : 120 mm Fourche : Fox 34 Float Performance Elite Air Débattement AV : 130 mm Poids vélo constructeur : 12Potence : NCGuidon : Syncros Fraser iC SL DC Carbon Selle : Syncros Tofino Regular 1.5 Tige de selle : Fox Transfer Performance Elite Dropper Post Freins : Shimano XT M8120  Moyeux : NCJantes : Syncros Silverton 1.5-30 CL Cassette : Sram XG1275 / 10-52T Pneus d’origine : Schwalbe Wicked Will 29x2,4 Dérailleur AV : NCDérailleur AR : Sram GX Eagle AXS Commandes : Sram GX Eagle AXS Pédalier : Sram GX Eagle / 32T Tailles dispo. : S, M, L, XLTaille de référence : S, M, L, XL Empattement (en mm) : 1174Longueur des bases (en mm) : 437,5Hauteur boîtier (en mm) : 331,5Angle tube direction (en °) : 65,8Angle tube de selle (en °) : 75,9Tube supérieur (en mm) : 589Longueur tube direction (en mm) : 90",https://www.bigbike-magazine.com/media/guide_matos/vtt_2022/scott_2022_spark_900_axs__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2022-scott-spark-900-axs
Scott,6499,Spark 900 AXS,2021,XC 100 mm,0,"Garantie : Cadre : Spark 3 Carbon / IMP Technology / HMF Main Frame#BB92 / Alloy SL 6011 swingarm#SW dropouts for Boost 12x148mm#2.6"" tire compatible / TBC
Trunnion box constructionPoids cadre : 0.00Amortisseur : FOX NUDE EVOL Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control- Descend#DPS / Reb. Adj. / Travel 120-85-Lockout /
165X45mmDébattement AR. : /Fourche : FOX 34 Float Performance Elite Air FIT4#3-Modes with low Speed adj. / Kabolt 15x110mm axle#44mm offset / tapered steerer / Reb. Adj. / Lockout#130mm travelDébattement AV : /Poids constructeur : 0.00Potence : Syncros FL1.5 / Alloy 2014#integrated Spacer & Top
Cap / 31.8mm / 6° / 1 1/8""Guidon : Syncros Fraser 1.5 / Alloy 7050 D.B.#T shape Flat / 9° /
760mm#Syncros Pro lock-on gripsSelle : Syncros Belcarra Regular 1.5#Titanium railsTige de selle : FOX Transfer Performance Elite Dropper Post#31.6mm
/ S size 125mm / M, L & XLsize 150mmFreins : Shimano XT M8100 DiscMoyeux : /Jantes : Syncros Silverton 1.0 CL#F: 15x110mm, R: 12x148mm Boost#26mm Tubeless ready carbon rim 28H / XD Driver#Syncros Axle w/Removable Lever with ToolCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : SRAM X01 Eagle AXS / 12 Speed#Wireless Electronic
Shift SystemCommandes : SRAM Eagle AXS ControllerPédalier : SRAM GX Eagle DUB Boost#32TTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_spark_900_axs__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-spark-900-axs
Scott,6599,Spark 900 Premium,2013,XC Marathon,"10,50","Garantie : N/CVélo complet : OuiCadre : SCOTT Spark 29 Carbon / IMP5 technology / HMX NETPoids cadre (kg) : N/CAmortisseur : SCOTT DT Nude2 / 3 modes Lockout-TC-DLongueur (mm) : N/CCourse (mm) : N/CDébattement AR. (mm) : 100Fourche : FOX 32 Float 29 Factory CTD AirDébattement (mm) : 100Poids constructeur (kg) : N/CPotence : Syncros FL1.0 CarbonGuidon : Syncros FL1.0 Carbon T-BarSelle : Syncros XR1.5 Crn-Tri railTige de selle : Syncros FL1.0 Carbon / 31.6mmFreins : Shimano XTR M985 DiscMoyeux : Syncros XR 1.5 29 CL / 15mm
Syncros XR 1.5 29 CL / 12 x 142 / RWSJantes : Syncros / DT Swiss XR 1.5 29Cassette : Shimano XTR CS-M980Pneus d'origine : Schwalbe Rocket Ron EVODérailleur AV. : Shimano XTR FD-M980-E / DMDérailleur AR. : Shimano XTR RD-M986 SGSCommandes : Shimano XTR SL-M980Pédalier : Shimano XTR FC-M980Tailles dispo. : S / M / L / XLTaille : LEmpattement (mm) : 1143Longueur des bases (mm) : 448Hauteur boîtier (mm) : N/CAngle tube direction (dégré): 69,5Angle tube de selle (degré) : 72,5Tube supérieur (mm) : 566Longueur tube direction (mm) : 115",https://www.bigbike-magazine.com/media/guide_matos/vtt_2013/scott_2013_spark_900_premium__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2013-scott-spark-900-premium
Scott,7399,Spark 900 Premium,2019,XC Marathon,"11,50","Garantie : 5 ansCadre : Spark 3 Carbon / IMP technology / HMX#BB92 / Carbon SMC Link / Carbon swingarm#SW dropouts for Boost 12x148mm#2.6 tire compatible / TBC Trunnion box constructionPoids cadre : Amortisseur : FOX NUDE EVOL Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control -Descend#DPS / Kashima / Reb. Adj.#Travel 120-85-Lockout / 165X45mmDébattement AR. : 120Fourche : FOX 34 SC Float Factory Air / Kashima#FIT4 3-Modes with low Speed adj. / 15x110mm QR axle#44mm offset /tapered steerer / Reb. Adj. / Lockout#120mm travelDébattement : 120Poids constructeur : 11,5Potence : Syncros FL1.5 / Alloy 2014#integrated Spacer & Top Cup / 31.8mm / 6° / 1 1/8""#Garmin mountAT2Guidon : Syncros FL1.0 Carbon T-Bar#T shape flat / 9° / 740mm#Syncros Pro lock-on gripsSelle : Syncros XR1.5 / Titanium railsTige de selle : FOX Transfer Dropper Remote#Kashima / 31.6mm / S size 100mm / M, L & XL 125mmFreins : Freins à disque Shimano XTRMoyeux : /Cassette : DT Swiss X1675 Spline CL#F: 15x110mm, R: 12x148mm Boost#25mm Tubeless ready rim / 28H / XTR Driver#Ratchet System & RWS w/Removable Lever with ToolPneus d’origine : Shimano XTr CS-M9100-12 / 10-51 TDérailleur AV. :Maxxis Rekon / 2.4"" / 120TPI Kevlar Bead#TR Tubeless Ready / EXO 3C maxx Terra#Syncros Eco SealantDérailleur AR. : Shimano XTR, 12 vitesses,Commandes : Shimano XTR SL-M9100-I / Rapidfire Plus#2 way release / Ispec EV clampPédalier : Shimano XTR FC-M9120-1B / Hollowtech 2#32TTailles dispo. : S, M, L, XLTaille de référence : MEmpattement (en mm) : 1151,6Longueur des bases (en mm) : 438Hauteur boîtier (en mm) : 327Angle tube direction : 67,2°Angle tube de selle : 73,8°Tube supérieur (en mm) : 605Longueur tube direction (en mm) : 95",https://www.bigbike-magazine.com/media/guide_matos/vtt_2019/scott_2019_spark_900_premium__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2019-scott-spark-900-premium
Scott,6499,Spark 900 RC,2013,XC Marathon,"10,40","Garantie : N/CVélo complet : OuiCadre : SCOTT Spark 29 Carbon / IMP5 technology / HMX NETPoids cadre (kg) : N/CAmortisseur : SCOTT DT Nude2 / 3 modes Lockout-TC-DLongueur (mm) : N/CCourse (mm) : N/CDébattement AR. (mm) : 100Fourche : Rock Shox SID 29 RL3 AirDébattement (mm) : 100Poids constructeur (kg) : N/CPotence : Ritchey WCS C-260Guidon : Ritchey Carbon WCS 2XSelle : Ritchey Streem V2 WCS / TitaniumTige de selle : Ritchey WCS Carbon / 31.6mmFreins : Shimano XTR M985 DiscMoyeux : DT Swiss XR-RS29 Disc CL / RWS QR
DT Swiss XR-RS29 Disc CL / 12 x 142mm / RWSJantes : DT Swiss XR-RS29 DiscCassette : SRAM XX / PG-1099Pneus d'origine : Schwalbe Rocket Ron EVODérailleur AV. : SRAM XX / DM S3 / bottom pullDérailleur AR. : SRAM XX carbon long cageCommandes : SRAM XX TriggerPédalier : SRAM XX GXP PFTailles dispo. : S / M / L / XLTaille : LEmpattement (mm) : 1143Longueur des bases (mm) : 448Hauteur boîtier (mm) : N/CAngle tube direction (dégré): 69,5Angle tube de selle (degré) : 72,5Tube supérieur (mm) : 566Longueur tube direction (mm) : 115",https://www.bigbike-magazine.com/media/guide_matos/vtt_2013/scott_2013_spark_900_rc__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2013-scott-spark-900-rc
Scott,7499,Spark 900 SL,2013,XC Marathon,"9,20","Garantie : N/CVélo complet : OuiCadre : SCOTT Spark 29 Carbon / IMP5 technology / HMX NETPoids cadre (kg) : N/CAmortisseur : SCOTT DT Nude2 / 3 modes Lockout-TC-DLongueur (mm) : N/CCourse (mm) : N/CDébattement AR. (mm) : 100Fourche : Rock Shox SID 29 World Cup RLT3 AirDébattement (mm) : 100Poids constructeur (kg) : N/CPotence : Syncros FL1.0 CarbonGuidon : Syncros FL1.0 Carbon T-BarSelle : Syncros XR1.0 / Carbon railsTige de selle : Syncros FL1.0 Carbon / 31.6mmFreins : Avid XX World CupMoyeux : Syncros XR 1.0 CL / 15mm
Syncros XR 1.0 CL / 12 x 142 / RWSJantes : Syncros XR1.0 Carbon 29Cassette : SRAM XX1 / XG1199Pneus d'origine : Schwalbe Furious Fred EVODérailleur AV. : NonDérailleur AR. : SRAM XX1Commandes : SRAM XX1 Trigger right onlyPédalier : SRAM XX1 GXP PFTailles dispo. : S / M / L / XLTaille : LEmpattement (mm) : 1143Longueur des bases (mm) : 448Hauteur boîtier (mm) : N/CAngle tube direction (dégré): 69,5Angle tube de selle (degré) : 72,5Tube supérieur (mm) : 566Longueur tube direction (mm) : 115",https://www.bigbike-magazine.com/media/guide_matos/vtt_2013/scott_2013_spark_900_sl__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2013-scott-spark-900-sl
Scott,9499,Spark 900 Tuned AXS,2022,XC Marathon,"11,30","Garantie :  Cadre : Spark Carbon HMX  Poids cadre : NCAmortisseur : Fox Nude 5T Factory Débattement AR. : 120 mm Fourche : Fox 34 Float Factory Air Débattement AV : 130 mm Poids vélo constructeur : 11,3Potence : NCGuidon : Syncros Fraser iC SL DC Carbon Selle : Syncros Tofino Regular 1.5 Tige de selle : Fox Transfer Factory Dropper Post Kashima Freins : Shimano XTR M9120  Moyeux : NCJantes : Syncros Silverton 1.0-30 CL Cassette : Sram XO1 XG1295 / 10-52T Pneus d’origine : Schwalbe Wicked Will 29x2,4 Dérailleur AV : NCDérailleur AR : Sram XO1 Eagle AXS Commandes : Sram GX Eagle AXS Pédalier : Sram XO1 Eagle / 32T Tailles dispo. : S, M, L, XLTaille de référence : S, M, L, XL Empattement (en mm) : 1174Longueur des bases (en mm) : 437,5Hauteur boîtier (en mm) : 331,5Angle tube direction (en °) : 65,8Angle tube de selle (en °) : 75,9Tube supérieur (en mm) : 589Longueur tube direction (en mm) : 90",https://www.bigbike-magazine.com/media/guide_matos/vtt_2022/scott_2022_spark_900_tuned_axs__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2022-scott-spark-900-tuned-axs
Scott,7999,Spark 900 Ultimate,2019,XC Marathon,"11,30","Garantie : 5 ansCadre : Spark 3 Carbon / IMP technology / HMX#BB92 / Carbon SMC Link / Carbon swingarm#SW dropouts for Boost 12x148mm#2.6 tire compatible / TBC Trunnion box constructionPoids cadre : Amortisseur : FOX NUDE EVOL Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control -Descend#DPS / Kashima / Reb. Adj.#Travel 120-85-Lockout / 165X45mmDébattement AR. : 120Fourche : FOX 34 SC Float Factory Air / Kashima#FIT4 3-Modes with low Speed adj. / 15x110mm QR axle#44mm offset /tapered steerer / Reb. Adj. / Lockout#120mm travelDébattement : 120Poids constructeur : 11,3Potence : Syncros FL1.5 / Alloy 2014#integrated Spacer & Top Cup / 31.8mm / 6° / 1 1/8""#Garmin mountAT2Guidon : Syncros FL1.0 Carbon T-Bar#T shape flat / 9° / 740mm#Syncros Pro lock-on gripsSelle : Syncros XR1.0 / Carbon railsTige de selle : FOX Transfer Dropper Remote#Kashima / 31.6mm / S size 100mm / M, L & XL 125mmFreins : Freins à disque SRAM Level UltimateMoyeux : /Cassette : Syncros Silverton 1.0 CL#F: 15x110mm, R: 12x148mm Boost#26mm Tubeless ready carbon rim 28H / XD Driver / DT RWS w/Removable Lever with ToolPneus d’origine : SRAM XX1 / XG1299 / Gold / 10-50 TDérailleur AV. :Maxxis Rekon / 2.4"" / 120TPI Kevlar Bead#TR Tubeless Ready / EXO 3C maxx Terra#Syncros Eco SealantDérailleur AR. : Transmission SRAM XX1 Eagle, 12 vitessesCommandes : SRAM XX1 EagleTriggerPédalier : SRAM XX1 DUB Eagle Boost Carbon crankarm#QF 168 / 32TTailles dispo. : S, M, L, XLTaille de référence : MEmpattement (en mm) : 1151,6Longueur des bases (en mm) : 438Hauteur boîtier (en mm) : 327Angle tube direction : 67,2°Angle tube de selle : 73,8°Tube supérieur (en mm) : 605Longueur tube direction (en mm) : 95",https://www.bigbike-magazine.com/media/guide_matos/vtt_2019/scott_2019_spark_900_ultimate__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2019-scott-spark-900-ultimate
Scott,8999,Spark 900 Ultimate AXS,2020,XC Marathon,11,"Garantie : /Cadre : Spark 3 Carbon / IMP technology / HMX#BB92 / Carbon SMC Link / Carbon swingarm#SW dropouts for Boost 12x148mm#2.6 tire compatible / TBC Trunnion box constructionPoids cadre : NCAmortisseur : FOX NUDE EVOL Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control -Descend#DPS / Kashima / Reb. Adj.#Travel 120-85-Lockout / 165X45mmDébattement AR. : /Fourche : FOX 34 SC Float Factory Air / Kashima#FIT4 3-Modes with low Speed adj. / 15x110mm QR axle#44mm offset / tapered steerer / Reb. Adj. / Lockout#120mm travelDébattement AV : /Poids constructeur : 11.00Potence : /Guidon : Syncros Fraser iC SL Carbon#/ 9° / 740mm / Syncros Pro lock-on gripsSelle : Syncros Belcarra Regular 1.0#Carbon railsTige de selle : FOX Transfer Dropper Remote#Kashima / 31.6mm / S size 100mm / M, L & XL 125mmFreins : Shimano XTR M9100 Disc#180mm F&R RT-MT900 CL rotorMoyeux : /Jantes : Syncros Silverton 1.0 CL#F: 15x110mm, R: 12x148mm Boost#26mm Tubeless ready carbon rim 28H / XD Driver#Syncros Axle w/Removable Lever with ToolCassette : /Pneus d’origine : Maxxis Rekon / 2.4"" / 120TPI Kevlar Bead#Tubeless Ready / EXO 3C maxx Terra#Syncros Eco SealantDérailleur AV : /Dérailleur AR : SRAM XX1 Eagle AXS / 12 Speed#Wireless Electronic Shift SystemCommandes : SRAM Eagle AXS ControllerPédalier : SRAM XX1 DUB Eagle Boost Carbon crankarm#QF 168 / 32TTailles dispo. : S, M, L, XLTaille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2020/scott_2020_spark_900_ultimate_axs__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2020-scott-spark-900-ultimate-axs
Scott,8999,Spark 900 Ultimate AXS,2021,XC 100 mm,0,"Garantie : Cadre : Spark 3 Carbon / IMP Technology / HMX#BB92 / Carbon SMC Link / Carbon swingarm#SW dropouts for Boost 12x148mm#2.6"" tire compatible / TBC Trunnion box
constructionPoids cadre : 0.00Amortisseur : FOX NUDE EVOL Trunnion#SCOTT custom w. travel / geo adj.#3 modes: Lockout-Traction Control- Descend#DPS / Kashima / Reb. Adj.#Travel 120-85-
Lockout / 165X45mmDébattement AR. : /Fourche : FOX 34 Float Factory Air / Kashima FIT4#3-Modes with low Speed adj. / Kabolt 15x110mm axle / 44mm offset#tapered steerer / Lockout / Reb. Adj.#130mm
travelDébattement AV : /Poids constructeur : 0.00Potence : Syncros FL1.5 / Alloy 2014#integrated Spacer & Top Cap
/ 31.8mm / 6° / 1 1/8""Guidon : Syncros Fraser 1.0 Carbon#T shape flat / 9° /
760mm#Syncros Pro lock-on gripsSelle : Syncros Belcarra Regular 1.0#Carbon railsTige de selle : FOX Transfer Factory Dropper Post Kashima#31.6mm /
S size 125mm / M, L & XLsize 150mmFreins : Shimano XTR M9100 DiscMoyeux : /Jantes : Syncros Silverton 1.0 CL#F: 15x110mm, R: 12x148mm Boost#26mm Tubeless ready carbon rim 28H / XD Driver#Syncros Axle w/Removable Lever with ToolCassette : /Pneus d’origine : /Dérailleur AV : /Dérailleur AR : SRAM XX1 Eagle AXS / 12 Speed#Wireless Electronic
Shift SystemCommandes : SRAM Eagle AXS ControllerPédalier : SRAM XX1 DUB Eagle Boost Carbon crankarm#QF 168 /
32TTailles dispo. : /Taille de référence : /Empattement (en mm) : /Longueur des bases (en mm) : /Hauteur boîtier (en mm) : /Angle tube direction (en °) : /Angle tube de selle (en °) : /Tube supérieur (en mm) : /Longueur tube direction (en mm) : /",https://www.bigbike-magazine.com/media/guide_matos/vtt_2021/scott_2021_spark_900_ultimate_axs__prop_300x115.jpg,https://www.bigbike-magazine.com/vtt-2021-scott-spark-900-ultimate-axs
